[u'pot plants'],0.016166751398068124
"[u'yogurt', u'whipped/sour cream']",0.020132180986273514
[u'beef'],0.021555668530757497
"[u'whole milk', u'whipped/sour cream']",0.027961362480935434
"[u'other vegetables', u'napkins']",0.012201321809862735
"[u'whole milk', u'frozen vegetables']",0.017895271987798677
"[u'bottled water', u'shopping bags']",0.010574478901881037
[u'rolls/buns'],0.14977122521606506
"[u'brown bread', u'soda']",0.011591255719369599
"[u'yogurt', u'root vegetables']",0.020640569395017794
"[u'rolls/buns', u'soda']",0.03253685815963396
"[u'yogurt', u'frozen vegetables']",0.01128622267412303
"[u'whole milk', u'dessert']",0.010676156583629894
"[u'whole milk', u'bottled beer']",0.015455007625826132
[u'cling film/bags'],0.010879511947127605
"[u'yogurt', u'cream cheese ']",0.01179461108286731
"[u'whole milk', u'yogurt', u'tropical fruit']",0.01047280122013218
"[u'margarine', u'rolls/buns']",0.013726487036095577
"[u'whole milk', u'curd']",0.021657346212506354
"[u'other vegetables', u'cream cheese ']",0.010879511947127605
"[u'rolls/buns', u'shopping bags']",0.017793594306049824
"[u'other vegetables', u'root vegetables']",0.03701067615658363
"[u'yogurt', u'curd']",0.015251652262328419
[u'flower (seeds)'],0.010269445856634469
[u'white bread'],0.03924758515505847
[u'dessert'],0.0298932384341637
[u'pork'],0.018505338078291814
"[u'bottled water', u'fruit/vegetable juice']",0.01311642094560244
"[u'soda', u'root vegetables']",0.01494661921708185
"[u'whole milk', u'beef']",0.010879511947127605
[u'whipped/sour cream'],0.06385358413828164
"[u'citrus fruit', u'yogurt']",0.01128622267412303
"[u'other vegetables', u'coffee']",0.011184544992374174
"[u'yogurt', u'margarine']",0.013218098627351297
"[u'other vegetables', u'shopping bags']",0.018708693441789527
[u'fruit/vegetable juice'],0.06832740213523132
"[u'yogurt', u'pastry']",0.01596339603457041
"[u'newspapers', u'soda']",0.014031520081342145
[u'grapes'],0.015353329944077275
"[u'margarine', u'other vegetables']",0.015861718352821557
[u'cream cheese '],0.03609557702084393
"[u'other vegetables', u'pastry']",0.018708693441789527
[u'flour'],0.01677681748856126
"[u'whole milk', u'waffles']",0.010676156583629894
[u'brown bread'],0.05907473309608541
[u'processed cheese'],0.01494661921708185
[u'sugar'],0.031621759023894254
"[u'other vegetables', u'frozen vegetables']",0.015658362989323844
"[u'whole milk', u'napkins']",0.01677681748856126
"[u'bottled water', u'root vegetables']",0.012201321809862735
"[u'butter', u'whole milk']",0.023284189120488054
[u'sliced cheese'],0.022979156075241484
[u'coffee'],0.04992374173868836
"[u'whole milk', u'yogurt', u'rolls/buns']",0.013726487036095577
"[u'pastry', u'soda']",0.017386883579054397
"[u'yogurt', u'shopping bags']",0.01311642094560244
[u'soft cheese'],0.016166751398068124
"[u'soda', u'domestic eggs']",0.011896288764616167
"[u'other vegetables', u'fruit/vegetable juice']",0.017895271987798677
[u'chocolate'],0.04494153533299441
"[u'whole milk', u'newspapers']",0.01942043721403152
[u'beverages'],0.017895271987798677
[u'margarine'],0.05602440264361973
"[u'yogurt', u'fruit/vegetable juice']",0.01677681748856126
[u'pastry'],0.0755465175394001
[u'chicken'],0.01128622267412303
"[u'napkins', u'rolls/buns']",0.011387900355871887
"[u'napkins', u'soda']",0.011489578037620742
"[u'other vegetables', u'rolls/buns']",0.035282155566853074
[u'yogurt'],0.11662430096593798
"[u'whole milk', u'yogurt', u'other vegetables']",0.019013726487036097
"[u'rolls/buns', u'whipped/sour cream']",0.014133197763091002
"[u'yogurt', u'brown bread']",0.013828164717844434
