frozenset([u'    i critical']),frozenset([u'    i 1']),0.25
frozenset([u'    i completed']),frozenset([u'    i nonprob']),0.333333333
frozenset([u'    i nonprob']),frozenset([u'    i completed']),0.25
frozenset([u'    i complete']),frozenset([u'    i nonprob']),0.333333333
frozenset([u'    i nonprob']),frozenset([u'    i complete']),0.25
frozenset([u'    i improper']),frozenset([u'    i inconv']),0.5
frozenset([u'    i improper']),frozenset([u'    i priority 1']),0.348765432
frozenset([u'    i convenient']),frozenset([u'    i priority']),0.333333333
frozenset([u'    i priority']),frozenset([u'    i convenient']),0.333333333
frozenset([u'    i convenient 1']),frozenset([u'    i completed']),0.25
frozenset([u'    i completed']),frozenset([u'    i convenient 1']),0.5
frozenset([u'    i not recom 1']),frozenset([u'    i usual']),0.333333333
frozenset([u'    i usual']),frozenset([u'    i not recom 1']),0.333333333
frozenset([u'    i spec prior']),frozenset([u'    i convenient']),0.260138477
frozenset([u'    i critical']),frozenset([u'    i inconv']),0.5
frozenset([u'    i convenient 1']),frozenset([u'    i critical 1']),0.333333333
frozenset([u'    i critical 1']),frozenset([u'    i convenient 1']),0.5
frozenset([u'    i more']),frozenset([u'    i less conv']),0.333333333
frozenset([u'    i less conv']),frozenset([u'    i more']),0.25
frozenset([u'    i proper']),frozenset([u'    i 2']),0.25
frozenset([u'    i 1']),frozenset([u'    i nonprob']),0.333333333
frozenset([u'    i nonprob']),frozenset([u'    i 1']),0.25
frozenset([u'    i 3']),frozenset([u'    i incomplete']),0.25
frozenset([u'    i incomplete']),frozenset([u'    i 3']),0.25
frozenset([u'    i nonprob']),frozenset([u'    i incomplete']),0.25
frozenset([u'    i incomplete']),frozenset([u'    i nonprob']),0.333333333
frozenset([u'    i 2']),frozenset([u'    i foster']),0.25
frozenset([u'    i foster']),frozenset([u'    i 2']),0.25
frozenset([u'    i pretentious']),frozenset([u'    i priority']),0.333333333
frozenset([u'    i priority']),frozenset([u'    i pretentious']),0.333333333
frozenset([u'    i inconv']),frozenset([u'    i priority']),0.333333333
frozenset([u'    i priority']),frozenset([u'    i inconv']),0.5
frozenset([u'    i priority 1']),frozenset([u'    i completed']),0.255977496
frozenset([u'    i completed']),frozenset([u'    i priority 1']),0.337037037
frozenset([u'    i very crit']),frozenset([u'    i critical 1']),0.333333333
frozenset([u'    i proper']),frozenset([u'    i less conv']),0.333333333
frozenset([u'    i very recom']),frozenset([u'    i nonprob']),0.5
frozenset([u'    i 2']),frozenset([u'    i priority']),0.333333333
frozenset([u'    i priority']),frozenset([u'    i 2']),0.25
frozenset([u'    i very crit']),frozenset([u'    i recommended']),0.333333333
frozenset([u'    i spec prior']),frozenset([u'    i incomplete']),0.260138477
frozenset([u'    i incomplete']),frozenset([u'    i spec prior']),0.324691358
frozenset([u'    i inconv']),frozenset([u'    i not recom']),0.333333333
frozenset([u'    i not recom']),frozenset([u'    i inconv']),0.5
frozenset([u'    i improper']),frozenset([u'    i not recom 1']),0.333333333
frozenset([u'    i 1']),frozenset([u'    i completed']),0.25
frozenset([u'    i completed']),frozenset([u'    i 1']),0.25
frozenset([u'    i more']),frozenset([u'    i not recom 1']),0.333333333
frozenset([u'    i not recom 1']),frozenset([u'    i more']),0.25
frozenset([u'    i convenient']),frozenset([u'    i not recom 1']),0.333333333
frozenset([u'    i not recom 1']),frozenset([u'    i convenient']),0.333333333
frozenset([u'    i very recom']),frozenset([u'    i proper']),0.396341463
frozenset([u'    i more']),frozenset([u'    i not recom']),0.333333333
frozenset([u'    i not recom']),frozenset([u'    i more']),0.25
frozenset([u'    i slightly prob']),frozenset([u'    i incomplete']),0.25
frozenset([u'    i incomplete']),frozenset([u'    i slightly prob']),0.333333333
frozenset([u'    i convenient']),frozenset([u'    i not recom']),0.333333333
frozenset([u'    i not recom']),frozenset([u'    i convenient']),0.333333333
frozenset([u'    i very recom']),frozenset([u'    i usual']),0.597560976
frozenset([u'    i 1']),frozenset([u'    i incomplete']),0.25
frozenset([u'    i incomplete']),frozenset([u'    i 1']),0.25
frozenset([u'    i less proper']),frozenset([u'    i incomplete']),0.25
frozenset([u'    i very crit']),frozenset([u'    i usual']),0.333333333
frozenset([u'    i inconv']),frozenset([u'    i usual']),0.333333333
frozenset([u'    i usual']),frozenset([u'    i inconv']),0.5
frozenset([u'    i critical 1']),frozenset([u'    i not recom']),0.333333333
frozenset([u'    i not recom']),frozenset([u'    i critical 1']),0.333333333
frozenset([u'    i not recom 1']),frozenset([u'    i foster']),0.25
frozenset([u'    i foster']),frozenset([u'    i not recom 1']),0.333333333
frozenset([u'    i completed']),frozenset([u'    i convenient']),0.333333333
frozenset([u'    i convenient']),frozenset([u'    i completed']),0.25
frozenset([u'    i not recom 1']),frozenset([u'    i incomplete']),0.25
frozenset([u'    i incomplete']),frozenset([u'    i not recom 1']),0.333333333
frozenset([u'    i critical']),frozenset([u'    i not recom 1']),0.333333333
frozenset([u'    i more']),frozenset([u'    i spec prior']),0.350617284
frozenset([u'    i spec prior']),frozenset([u'    i more']),0.28090999
frozenset([u'    i 1']),frozenset([u'    i complete']),0.25
frozenset([u'    i complete']),frozenset([u'    i 1']),0.25
frozenset([u'    i foster']),frozenset([u'    i priority 1']),0.303703704
frozenset([u'    i not recom 1']),frozenset([u'    i not recom']),1
frozenset([u'    i not recom']),frozenset([u'    i not recom 1']),1
frozenset([u'    i proper']),frozenset([u'    i critical 1']),0.333333333
frozenset([u'    i improper']),frozenset([u'    i spec prior']),0.292438272
frozenset([u'    i 2']),frozenset([u'    i pretentious']),0.333333333
frozenset([u'    i pretentious']),frozenset([u'    i 2']),0.25
frozenset([u'    i convenient 1']),frozenset([u'    i usual']),0.333333333
frozenset([u'    i usual']),frozenset([u'    i convenient 1']),0.5
frozenset([u'    i convenient']),frozenset([u'    i slightly prob']),0.333333333
frozenset([u'    i slightly prob']),frozenset([u'    i convenient']),0.333333333
frozenset([u'    i inconv']),frozenset([u'    i slightly prob']),0.333333333
frozenset([u'    i slightly prob']),frozenset([u'    i inconv']),0.5
frozenset([u'    i critical']),frozenset([u'    i not recom']),0.333333333
frozenset([u'    i very crit']),frozenset([u'    i convenient 1']),0.5
frozenset([u'    i inconv']),frozenset([u'    i pretentious']),0.333333333
frozenset([u'    i pretentious']),frozenset([u'    i inconv']),0.5
frozenset([u'    i spec prior']),frozenset([u'    i slightly prob']),0.296735905
frozenset([u'    i slightly prob']),frozenset([u'    i spec prior']),0.277777778
frozenset([u'    i 1']),frozenset([u'    i convenient']),0.333333333
frozenset([u'    i convenient']),frozenset([u'    i 1']),0.25
frozenset([u'    i less proper']),frozenset([u'    i convenient 1']),0.5
frozenset([u'    i completed']),frozenset([u'    i inconv']),0.5
frozenset([u'    i inconv']),frozenset([u'    i completed']),0.25
frozenset([u'    i improper']),frozenset([u'    i nonprob']),0.333333333
frozenset([u'    i problematic']),frozenset([u'    i inconv']),0.5
frozenset([u'    i inconv']),frozenset([u'    i problematic']),0.333333333
frozenset([u'    i 2']),frozenset([u'    i convenient']),0.333333333
frozenset([u'    i convenient']),frozenset([u'    i 2']),0.25
frozenset([u'    i priority 1']),frozenset([u'    i complete']),0.270042194
frozenset([u'    i complete']),frozenset([u'    i priority 1']),0.355555556
frozenset([u'    i very crit']),frozenset([u'    i nonprob']),0.333333333
frozenset([u'    i 3']),frozenset([u'    i priority']),0.333333333
frozenset([u'    i priority']),frozenset([u'    i 3']),0.25
