[u'    i convenient 1'],0.5
[u'    i inconv'],0.5
[u'    i not recom'],0.3333333333333333
[u'    i less conv'],0.3333333333333333
[u'    i spec prior'],0.31203703703703706
"[u'    i not recom', u'    i not recom 1']",0.3333333333333333
[u'    i critical 1'],0.3333333333333333
[u'    i slightly prob'],0.3333333333333333
[u'    i priority'],0.3333333333333333
[u'    i priority 1'],0.32916666666666666
[u'    i convenient'],0.3333333333333333
[u'    i pretentious'],0.3333333333333333
[u'    i nonprob'],0.3333333333333333
[u'    i problematic'],0.3333333333333333
[u'    i not recom 1'],0.3333333333333333
[u'    i usual'],0.3333333333333333
[u'    i recommended'],0.3333333333333333
