MNN1_YEAST,0.66,0.66,0.32,0.54,0.50,0.00,0.51,0.22,ME2
MNN9_YEAST,0.74,0.56,0.35,0.36,0.50,0.00,0.51,0.25,ME2
MNS1_YEAST,0.89,0.52,0.41,0.26,0.50,0.00,0.52,0.31,ME2
RT17_YEAST,0.41,0.54,0.58,0.20,0.50,0.00,0.52,0.22,MIT
RT02_YEAST,0.57,0.40,0.62,0.30,0.50,0.00,0.48,0.11,MIT
RM41_YEAST,0.52,0.50,0.59,0.31,0.50,0.00,0.50,0.22,MIT
RT04_YEAST,0.42,0.53,0.53,0.64,0.50,0.00,0.47,0.22,MIT
RM49_YEAST,0.50,0.46,0.64,0.36,0.50,0.00,0.49,0.22,MIT
RM02_YEAST,0.60,0.51,0.60,0.38,0.50,0.83,0.52,0.24,MIT
RT08_YEAST,0.45,0.38,0.64,0.14,0.50,0.00,0.54,0.22,MIT
RM13_YEAST,0.60,0.57,0.64,0.52,0.50,0.00,0.47,0.28,MIT
RM16_YEAST,0.53,0.42,0.58,0.29,0.50,0.00,0.50,0.22,MIT
RM20_YEAST,0.41,0.52,0.53,0.41,0.50,0.00,0.39,0.33,MIT
RM25_YEAST,0.45,0.43,0.63,0.40,0.50,0.00,0.59,0.11,MIT
RM27_YEAST,0.44,0.44,0.67,0.35,0.50,0.00,0.48,0.26,MIT
RM31_YEAST,0.58,0.52,0.61,0.33,0.50,0.00,0.38,0.11,MIT
RM32_YEAST,0.57,0.61,0.55,0.27,0.50,0.00,0.44,0.21,MIT
RM33_YEAST,0.57,0.58,0.58,0.35,0.50,0.00,0.49,0.22,MIT
RM36_YEAST,0.64,0.64,0.56,0.21,0.50,0.00,0.50,0.22,MIT
RM37_YEAST,0.56,0.50,0.61,0.49,0.50,0.00,0.46,0.28,MIT
RM38_YEAST,0.60,0.46,0.59,0.16,0.50,0.00,0.49,0.22,MIT
RM04_YEAST,0.36,0.38,0.56,0.44,0.50,0.00,0.48,0.22,MIT
RM44_YEAST,0.53,0.52,0.61,0.35,0.50,0.00,0.50,0.22,MIT
RM06_YEAST,0.62,0.59,0.54,0.47,0.50,0.00,0.46,0.22,MIT
RM08_YEAST,0.55,0.50,0.60,0.31,0.50,0.00,0.46,0.27,MIT
RM09_YEAST,0.58,0.53,0.57,0.46,0.50,0.00,0.51,0.27,MIT
RT28_YEAST,0.65,0.53,0.55,0.52,0.50,0.00,0.47,0.27,MIT
NCPR_YEAST,0.78,0.63,0.53,0.13,0.50,0.00,0.54,0.22,ME2
OCH1_YEAST,0.83,0.57,0.42,0.57,0.50,0.00,0.50,0.32,ME2
PTSR_YEAST,0.50,0.50,0.54,0.16,0.50,0.00,0.49,0.22,POX
UBCX_YEAST,0.47,0.43,0.59,0.27,0.50,0.00,0.55,0.22,POX
PPAC_YEAST,0.74,0.72,0.50,0.28,0.50,0.00,0.49,0.27,EXC
PPA3_YEAST,0.77,0.72,0.48,0.26,0.50,0.00,0.51,0.22,EXC
PPA5_YEAST,0.74,0.74,0.51,0.27,0.50,0.00,0.50,0.22,EXC
PMT1_YEAST,0.37,0.51,0.39,0.18,0.50,0.00,0.51,0.27,ME3
PMT2_YEAST,0.27,0.49,0.36,0.26,0.50,0.00,0.49,0.26,ME3
POP2_YEAST,0.50,0.45,0.53,0.21,0.50,0.00,0.28,0.22,NUC
PPA1_YEAST,0.66,0.55,0.34,0.20,0.50,0.00,0.62,0.22,ME3
PPR1_YEAST,0.42,0.28,0.51,0.23,0.50,0.00,0.53,0.27,NUC
PRI1_YEAST,0.33,0.35,0.56,0.19,0.50,0.00,0.50,0.22,NUC
PRI2_YEAST,0.45,0.48,0.56,0.56,0.50,0.00,0.47,0.22,NUC
PR16_YEAST,0.56,0.59,0.54,0.18,0.50,0.00,0.48,0.46,NUC
PR18_YEAST,0.33,0.39,0.52,0.09,0.50,0.00,0.47,0.28,NUC
PR19_YEAST,0.48,0.41,0.54,0.39,0.50,0.00,0.51,0.22,NUC
PR02_YEAST,0.30,0.30,0.46,0.32,0.50,0.00,0.45,0.22,NUC
PR21_YEAST,0.38,0.26,0.60,0.10,0.50,0.00,0.48,0.44,NUC
