RT05_YEAST,0.38,0.54,0.54,0.41,0.50,0.00,0.51,0.22,MIT
RT09_YEAST,0.58,0.53,0.50,0.53,0.50,0.00,0.47,0.31,MIT
MRS1_YEAST,0.61,0.46,0.51,0.37,0.50,0.00,0.51,0.22,MIT
MRS2_YEAST,0.55,0.59,0.47,0.64,0.50,0.00,0.54,0.33,MIT
MRS3_YEAST,0.54,0.64,0.50,0.13,0.50,0.00,0.49,0.22,MIT
MRS4_YEAST,0.40,0.74,0.49,0.16,0.50,0.00,0.51,0.22,MIT
SYDM_YEAST,0.51,0.56,0.51,0.42,0.50,0.00,0.53,0.36,MIT
SYFM_YEAST,0.43,0.32,0.50,0.29,0.50,0.00,0.50,0.22,MIT
MSH1_YEAST,0.49,0.44,0.45,0.55,0.50,0.00,0.48,0.22,MIT
SYKM_YEAST,0.50,0.56,0.49,0.61,0.50,0.00,0.50,0.22,MIT
SYMM_YEAST,0.51,0.48,0.51,0.43,0.50,0.00,0.49,0.22,MIT
MSP1_YEAST,0.63,0.60,0.50,0.27,0.50,0.00,0.55,0.22,MIT
SYR_YEAST, 0.46,0.44,0.53,0.31,0.50,0.00,0.48,0.22,MIT
MSS1_YEAST,0.58,0.57,0.54,0.69,0.50,0.00,0.54,0.22,MIT
MS16_YEAST,0.61,0.59,0.47,0.49,0.50,0.00,0.54,0.22,MIT
MS18_YEAST,0.63,0.47,0.56,0.12,0.50,0.00,0.50,0.22,MIT
MS51_YEAST,0.55,0.53,0.54,0.40,0.50,0.00,0.48,0.22,MIT
SYTM_YEAST,0.41,0.47,0.58,0.62,0.50,0.00,0.50,0.22,MIT
SYWM_YEAST,0.44,0.53,0.53,0.37,0.50,0.00,0.51,0.22,MIT
MTF1_YEAST,0.46,0.46,0.56,0.12,0.50,0.00,0.55,0.22,MIT
NAM1_YEAST,0.51,0.46,0.54,0.41,0.50,0.00,0.53,0.22,MIT
SYLM_YEAST,0.60,0.51,0.52,0.45,0.50,0.00,0.50,0.27,MIT
NAM9_YEAST,0.37,0.51,0.57,0.40,0.50,0.00,0.48,0.27,MIT
NDI1_YEAST,0.53,0.61,0.51,0.49,0.50,0.00,0.54,0.27,MIT
ACO1_YEAST,0.43,0.38,0.38,0.12,0.50,0.00,0.50,0.22,ME2
YINO_YEAST,0.76,0.67,0.37,0.22,0.50,0.00,0.54,0.22,ME2
PAS3_YEAST,0.68,0.59,0.44,0.49,0.50,0.00,0.40,0.26,POX
PAS7_YEAST,0.50,0.51,0.57,0.27,0.50,0.00,0.48,0.22,POX
PIR1_YEAST,0.77,0.78,0.51,0.28,0.50,0.00,0.33,0.22,EXC
H150_YEAST,0.74,0.71,0.52,0.30,0.50,0.00,0.27,0.22,EXC
PIR3_YEAST,0.77,0.73,0.51,0.27,0.50,0.00,0.34,0.22,EXC
PMP1_YEAST,0.95,0.71,0.27,0.39,0.50,0.00,0.31,0.22,ME2
PMP2_YEAST,0.97,0.71,0.29,0.42,0.50,0.00,0.35,0.22,ME2
PTM1_YEAST,0.81,0.55,0.35,0.34,0.50,0.00,0.51,0.22,ME2
REB1_YEAST,0.58,0.31,0.60,0.12,0.50,0.00,0.47,0.33,NUC
R102_YEAST,0.49,0.67,0.50,0.28,0.50,0.00,0.43,0.22,NUC
R104_YEAST,0.44,0.33,0.55,0.16,0.50,0.00,0.49,0.22,NUC
R114_YEAST,0.44,0.45,0.53,0.19,0.50,0.00,0.41,0.28,NUC
RED1_YEAST,0.57,0.55,0.52,0.16,0.50,0.00,0.49,0.39,NUC
DPOX_YEAST,0.32,0.49,0.53,0.28,0.50,0.00,0.50,0.50,NUC
RFA1_YEAST,0.35,0.42,0.56,0.28,0.50,0.00,0.47,0.22,NUC
RFA2_YEAST,0.46,0.41,0.58,0.10,0.50,0.00,0.48,0.22,NUC
