3,4967,21412,28921,1798,13583,1163,2
3,40721,3916,5876,532,2587,1278,2
3,491,10473,11532,744,5611,224,2
3,4098,29892,26866,2616,17740,1340,2
3,5417,9933,10487,38,7572,1282,2
3,8590,3045,7854,96,4095,225,2
3,35942,38369,59598,3254,26701,2017,2
3,7823,6245,6544,4154,4074,964,2
3,9396,11601,15775,2896,7677,1295,2
3,85,20959,45828,36,24231,1423,2
3,19913,6759,13462,1256,5141,834,2
3,19899,5332,8713,8132,764,648,2
3,8190,6343,9794,1285,1901,1780,2
3,12205,12697,28540,869,12034,1009,2
3,17160,1200,3412,2417,174,1136,1
3,4020,3234,1498,2395,264,255,1
3,12212,201,245,1991,25,860,1
3,36050,1642,2961,4787,500,1621,1
3,76237,3473,7102,16538,778,918,1
3,19219,1840,1658,8195,349,483,1
3,140,8847,3823,142,1062,3,1
3,42312,926,1510,1718,410,1819,1
3,7149,2428,699,6316,395,911,1
3,2101,589,314,346,70,310,1
3,14903,2032,2479,576,955,328,1
3,9434,1042,1235,436,256,396,1
3,7388,1882,2174,720,47,537,1
3,6300,1289,2591,1170,199,326,1
3,4625,8579,7030,4575,2447,1542,1
3,3087,8080,8282,661,721,36,1
3,13537,4257,5034,155,249,3271,1
3,5387,4979,3343,825,637,929,1
3,17623,4280,7305,2279,960,2616,1
3,30379,13252,5189,321,51,1450,1
3,37036,7152,8253,2995,20,3,1
3,10405,1596,1096,8425,399,318,1
3,18827,3677,1988,118,516,201,1
3,7769,1936,2177,926,73,520,1
3,9203,3373,2707,1286,1082,526,1
3,5924,584,542,4052,283,434,1
3,31812,1433,1651,800,113,1440,1
3,16225,1825,1765,853,170,1067,1
3,1289,3328,2022,531,255,1774,1
3,18840,1371,3135,3001,352,184,1
