3,1406,16729,28986,673,836,3,2
3,12579,11114,17569,805,6457,1519,2
3,11170,10769,8814,2194,1976,143,2
3,21465,7243,10685,880,2386,2749,2
3,22039,8384,34792,42,12591,4430,2
3,1989,10690,19460,233,11577,2153,2
3,3830,5291,14855,317,6694,3182,2
3,2861,6570,9618,930,4004,1682,2
3,355,7704,14682,398,8077,303,2
3,1725,3651,12822,824,4424,2157,2
3,5531,15726,26870,2367,13726,446,2
3,5224,7603,8584,2540,3674,238,2
3,15615,12653,19858,4425,7108,2379,2
3,4822,6721,9170,993,4973,3637,2
1,25203,11487,9490,5065,284,6854,1
1,583,685,2216,469,954,18,1
1,1956,891,5226,1383,5,1328,1
1,6373,780,950,878,288,285,1
1,1537,3748,5838,1859,3381,806,1
1,18567,1895,1393,1801,244,2100,1
1,7291,1012,2062,1291,240,1775,1
1,3317,6602,6861,1329,3961,1215,1
1,2806,10765,15538,1374,5828,2388,1
1,18044,1475,2046,2532,130,1158,1
1,4155,367,1390,2306,86,130,1
1,14755,899,1382,1765,56,749,1
1,5396,7503,10646,91,4167,239,1
1,5041,1115,2856,7496,256,375,1
1,7274,659,1499,784,70,659,1
1,12680,3243,4157,660,761,786,1
1,4042,2204,1563,2286,263,689,1
1,1869,577,572,950,4762,203,1
1,8656,2746,2501,6845,694,980,1
1,2344,10678,3828,1439,1566,490,1
1,25962,1780,3838,638,284,834,1
1,964,4984,3316,937,409,7,1
1,15603,2703,3833,4260,325,2563,1
1,1838,6380,2824,1218,1216,295,1
1,8635,820,3047,2312,415,225,1
1,18692,3838,593,4634,28,1215,1
1,7363,475,585,1112,72,216,1
1,47493,2567,3779,5243,828,2253,1
1,22096,3575,7041,11422,343,2564,1
1,24929,1801,2475,2216,412,1047,1
