3,260,8675,13430,1116,7015,323,2
3,200,25862,19816,651,8773,6250,2
3,514,7677,19805,937,9836,716,2
3,2343,7845,11874,52,4196,1697,2
3,8040,7639,11687,2758,6839,404,2
3,834,11577,11522,275,4027,1856,2
3,180,3485,20292,959,5618,666,2
1,2427,7097,10391,1127,4314,1468,2
1,3067,13240,23127,3941,9959,731,2
1,4484,14399,24708,3549,14235,1681,2
1,1107,11711,23596,955,9265,710,2
1,2541,4737,6089,2946,5316,120,2
1,5550,12729,16767,864,12420,797,2
1,12119,28326,39694,4736,19410,2870,2
1,18226,659,2914,3752,586,578,1
1,11210,3576,5119,561,1682,2398,1
1,6202,7775,10817,1183,3143,1970,1
1,8885,2428,1777,1777,430,610,1
1,13569,346,489,2077,44,659,1
1,15671,5279,2406,559,562,572,1
1,8040,3795,2070,6340,918,291,1
1,3191,1993,1799,1730,234,710,1
1,6623,1860,4740,7683,205,1693,1
1,29526,7961,16966,432,363,1391,1
1,10379,17972,4748,4686,1547,3265,1
1,31614,489,1495,3242,111,615,1
1,11092,5008,5249,453,392,373,1
1,8475,1931,1883,5004,3593,987,1
1,56083,4563,2124,6422,730,3321,1
1,53205,4959,7336,3012,967,818,1
1,9193,4885,2157,327,780,548,1
1,7858,1110,1094,6818,49,287,1
1,23257,1372,1677,982,429,655,1
1,2153,1115,6684,4324,2894,411,1
1,5909,23527,13699,10155,830,3636,1
1,20893,1222,2576,3975,737,3628,1
1,15218,258,1138,2516,333,204,1
1,4720,1032,975,5500,197,56,1
1,2083,5007,1563,1120,147,1550,1
1,514,8323,6869,529,93,1040,1
3,36817,3045,1493,4802,210,1824,1
3,894,1703,1841,744,759,1153,1
3,680,1610,223,862,96,379,1
3,27901,3749,6964,4479,603,2503,1
