2,7588,1897,5234,417,2208,254,2
2,8090,3199,6986,1455,3712,531,2
2,6758,4560,9965,934,4538,1037,2
2,16448,6243,6360,824,2662,2005,2
2,5283,13316,20399,1809,8752,172,2
2,2886,5302,9785,364,6236,555,2
2,2599,3688,13829,492,10069,59,2
2,161,7460,24773,617,11783,2410,2
2,243,12939,8852,799,3909,211,2
2,6468,12867,21570,1840,7558,1543,2
2,918,20655,13567,1465,6846,806,2
2,2137,3737,19172,1274,17120,142,2
2,1479,14982,11924,662,3891,3508,2
2,9759,25071,17645,1128,12408,1625,2
2,25977,3587,2464,2369,140,1092,1
2,32717,16784,13626,60869,1272,5609,1
2,4414,1610,1431,3498,387,834,1
2,542,899,1664,414,88,522,1
2,16933,2209,3389,7849,210,1534,1
2,5113,1486,4583,5127,492,739,1
2,9790,1786,5109,3570,182,1043,1
2,22321,3216,1447,2208,178,2602,1
2,13970,1511,1330,650,146,778,1
2,9351,1347,2611,8170,442,868,1
2,3,333,7021,15601,15,550,1
2,2617,1188,5332,9584,573,1942,1
3,255,5758,5923,349,4595,1328,1
3,3043,1172,1763,2234,217,379,1
3,1198,2602,8335,402,3843,303,1
3,3428,2380,2028,1341,1184,665,1
3,3521,1099,1997,1796,173,995,1
3,608,1106,1533,830,90,195,1
3,14039,7393,2548,6386,1333,2341,1
3,190,727,2012,245,184,127,1
3,22686,134,218,3157,9,548,1
3,759,18664,1660,6114,536,4100,1
3,796,5878,2109,340,232,776,1
3,19746,2872,2006,2601,468,503,1
3,4734,607,864,1206,159,405,1
3,2121,1601,2453,560,179,712,1
3,4627,997,4438,191,1335,314,1
3,2615,873,1524,1103,514,468,1
3,9561,2217,1664,1173,222,447,1
3,3477,894,534,1457,252,342,1
